Gene1	Gene2	std_gene1	std_gene2
CHD4	RBBP7	CHD4	RBBP7
CHD4	HDAC2	CHD4	HDAC2
CHD4	MBD2	CHD4	MBD2
RBBP7	HDAC2	RBBP7	HDAC2
RBBP7	MBD2	RBBP7	MBD2
HDAC2	MBD2	HDAC2	MBD2
Apba1	Kcnj12	Apba1	Kcnj12
Apba1	Dlg1	Apba1	Dlg1
Apba1	Cask	Apba1	Cask
Apba1	Lin7c	Apba1	Lin7c
Kcnj12	Dlg1	Kcnj12	Dlg1
Kcnj12	Cask	Kcnj12	Cask
Kcnj12	Lin7c	Kcnj12	Lin7c
Dlg1	Cask	Dlg1	Cask
Dlg1	Lin7c	Dlg1	Lin7c
Cask	Lin7c	Cask	Lin7c
MED14	MED24	MED14	MED24
MED14	THRA	MED14	THRA
MED14	MED1	MED14	MED1
MED14	MED12	MED14	MED12
MED14	MED17	MED14	MED17
MED14	THRAP3	MED14	THRAP3
MED14	MED16	MED14	MED16
MED24	THRA	MED24	THRA
MED24	MED1	MED24	MED1
MED24	MED12	MED24	MED12
MED24	MED17	MED24	MED17
MED24	THRAP3	MED24	THRAP3
MED24	MED16	MED24	MED16
THRA	MED1	THRA	MED1
THRA	MED12	THRA	MED12
THRA	MED17	THRA	MED17
THRA	THRAP3	THRA	THRAP3
THRA	MED16	THRA	MED16
MED1	MED12	MED1	MED12
MED1	MED17	MED1	MED17
MED1	THRAP3	MED1	THRAP3
MED1	MED16	MED1	MED16
MED12	MED17	MED12	MED17
MED12	THRAP3	MED12	THRAP3
MED12	MED16	MED12	MED16
MED17	THRAP3	MED17	THRAP3
MED17	MED16	MED17	MED16
THRAP3	MED16	THRAP3	MED16
AP4M1	AP4E1	AP4M1	AP4E1
AP4M1	AP4S1	AP4M1	AP4S1
AP4M1	AP4B1	AP4M1	AP4B1
AP4E1	AP4S1	AP4E1	AP4S1
AP4E1	AP4B1	AP4E1	AP4B1
AP4S1	AP4B1	AP4S1	AP4B1
Apobec1	A1cf	Apobec1	A1cf
Apobec1	Khsrp	Apobec1	Khsrp
A1cf	Khsrp	A1cf	Khsrp
Ckb	Dnm2	Ckb	Dnm2
Ckb	Actb	Ckb	Actb
Ckb	Ywhae	Ckb	Ywhae
Ckb	Ywhaz	Ckb	Ywhaz
Ckb	Tuba1a	Ckb	Tuba1a
Ckb	Clic4	Ckb	Clic4
Dnm2	Actb	Dnm2	Actb
Dnm2	Ywhae	Dnm2	Ywhae
Dnm2	Ywhaz	Dnm2	Ywhaz
Dnm2	Tuba1a	Dnm2	Tuba1a
Dnm2	Clic4	Dnm2	Clic4
Actb	Ywhae	Actb	Ywhae
Actb	Ywhaz	Actb	Ywhaz
Actb	Tuba1a	Actb	Tuba1a
Actb	Clic4	Actb	Clic4
Ywhae	Ywhaz	Ywhae	Ywhaz
Ywhae	Tuba1a	Ywhae	Tuba1a
Ywhae	Clic4	Ywhae	Clic4
Ywhaz	Tuba1a	Ywhaz	Tuba1a
Ywhaz	Clic4	Ywhaz	Clic4
Tuba1a	Clic4	Tuba1a	Clic4
TRPC1	ITPR3	TRPC1	ITPR3
TRPC1	HOMER3	TRPC1	HOMER3
ITPR3	HOMER3	ITPR3	HOMER3
Dync1h1	Dynlrb1	Dync1h1	Dynlrb1
Dync1h1	Dnaja1	Dync1h1	Dnaja1
Dync1h1	Dynll1	Dync1h1	Dynll1
Dync1h1	Dync1i2	Dync1h1	Dync1i2
Dync1h1	Dync1i1	Dync1h1	Dync1i1
Dync1h1	Dync2h1	Dync1h1	Dync2h1
Dync1h1	Dync1li1	Dync1h1	Dync1li1
Dync1h1	Dynlt1	Dync1h1	Dynlt1
Dynlrb1	Dnaja1	Dynlrb1	Dnaja1
Dynlrb1	Dynll1	Dynlrb1	Dynll1
Dynlrb1	Dync1i2	Dynlrb1	Dync1i2
Dynlrb1	Dync1i1	Dynlrb1	Dync1i1
Dynlrb1	Dync2h1	Dynlrb1	Dync2h1
Dynlrb1	Dync1li1	Dynlrb1	Dync1li1
Dynlrb1	Dynlt1	Dynlrb1	Dynlt1
Dnaja1	Dynll1	Dnaja1	Dynll1
Dnaja1	Dync1i2	Dnaja1	Dync1i2
Dnaja1	Dync1i1	Dnaja1	Dync1i1
Dnaja1	Dync2h1	Dnaja1	Dync2h1
Dnaja1	Dync1li1	Dnaja1	Dync1li1
Dnaja1	Dynlt1	Dnaja1	Dynlt1
Dynll1	Dync1i2	Dynll1	Dync1i2
Dynll1	Dync1i1	Dynll1	Dync1i1
Dynll1	Dync2h1	Dynll1	Dync2h1
Dynll1	Dync1li1	Dynll1	Dync1li1
Dynll1	Dynlt1	Dynll1	Dynlt1
Dync1i2	Dync1i1	Dync1i2	Dync1i1
Dync1i2	Dync2h1	Dync1i2	Dync2h1
Dync1i2	Dync1li1	Dync1i2	Dync1li1
Dync1i2	Dynlt1	Dync1i2	Dynlt1
Dync1i1	Dync2h1	Dync1i1	Dync2h1
Dync1i1	Dync1li1	Dync1i1	Dync1li1
Dync1i1	Dynlt1	Dync1i1	Dynlt1
Dync2h1	Dync1li1	Dync2h1	Dync1li1
Dync2h1	Dynlt1	Dync2h1	Dynlt1
Dync1li1	Dynlt1	Dync1li1	Dynlt1
Rasd1	Nos1ap	Rasd1	Nos1ap
Rasd1	Nos1	Rasd1	Nos1
Nos1ap	Nos1	Nos1ap	Nos1
Nos1ap	Syn1	Nos1ap	Syn1
Nos1ap	Nos1	Nos1ap	Nos1
Syn1	Nos1	Syn1	Nos1
RBX1	SKP1	RBX1	SKP1
RBX1	SKP2	RBX1	SKP2
RBX1	CUL1	RBX1	CUL1
SKP1	SKP2	SKP1	SKP2
SKP1	CUL1	SKP1	CUL1
SKP2	CUL1	SKP2	CUL1
RBX1	SKP1	RBX1	SKP1
RBX1	CUL7	RBX1	CUL7
RBX1	FBXW8	RBX1	FBXW8
SKP1	CUL7	SKP1	CUL7
SKP1	FBXW8	SKP1	FBXW8
CUL7	FBXW8	CUL7	FBXW8
TUBB1	TUBA4A	TUBB1	TUBA4A
TUBB1	STMN4	TUBB1	STMN4
TUBA4A	STMN4	TUBA4A	STMN4
Mdh1	Nup58	Mdh1	Nup58
TUBB1	TUBA4A	TUBB1	TUBA4A
TUBB1	STMN1	TUBB1	STMN1
TUBA4A	STMN1	TUBA4A	STMN1
ARID1A	SMARCA4	ARID1A	SMARCA4
ARID1A	ACTB	ARID1A	ACTB
ARID1A	SMARCB1	ARID1A	SMARCB1
ARID1A	CARM1	ARID1A	CARM1
ARID1A	SMARCC2	ARID1A	SMARCC2
ARID1A	SMARCC1	ARID1A	SMARCC1
ARID1A	SMARCE1	ARID1A	SMARCE1
ARID1A	SMARCD1	ARID1A	SMARCD1
ARID1A	SCYL1	ARID1A	SCYL1
SMARCA4	ACTB	SMARCA4	ACTB
SMARCA4	SMARCB1	SMARCA4	SMARCB1
SMARCA4	CARM1	SMARCA4	CARM1
SMARCA4	SMARCC2	SMARCA4	SMARCC2
SMARCA4	SMARCC1	SMARCA4	SMARCC1
SMARCA4	SMARCE1	SMARCA4	SMARCE1
SMARCA4	SMARCD1	SMARCA4	SMARCD1
SMARCA4	SCYL1	SMARCA4	SCYL1
ACTB	SMARCB1	ACTB	SMARCB1
ACTB	CARM1	ACTB	CARM1
ACTB	SMARCC2	ACTB	SMARCC2
ACTB	SMARCC1	ACTB	SMARCC1
ACTB	SMARCE1	ACTB	SMARCE1
ACTB	SMARCD1	ACTB	SMARCD1
ACTB	SCYL1	ACTB	SCYL1
SMARCB1	CARM1	SMARCB1	CARM1
SMARCB1	SMARCC2	SMARCB1	SMARCC2
SMARCB1	SMARCC1	SMARCB1	SMARCC1
SMARCB1	SMARCE1	SMARCB1	SMARCE1
SMARCB1	SMARCD1	SMARCB1	SMARCD1
SMARCB1	SCYL1	SMARCB1	SCYL1
CARM1	SMARCC2	CARM1	SMARCC2
CARM1	SMARCC1	CARM1	SMARCC1
CARM1	SMARCE1	CARM1	SMARCE1
CARM1	SMARCD1	CARM1	SMARCD1
CARM1	SCYL1	CARM1	SCYL1
SMARCC2	SMARCC1	SMARCC2	SMARCC1
SMARCC2	SMARCE1	SMARCC2	SMARCE1
SMARCC2	SMARCD1	SMARCC2	SMARCD1
SMARCC2	SCYL1	SMARCC2	SCYL1
SMARCC1	SMARCE1	SMARCC1	SMARCE1
SMARCC1	SMARCD1	SMARCC1	SMARCD1
SMARCC1	SCYL1	SMARCC1	SCYL1
SMARCE1	SMARCD1	SMARCE1	SMARCD1
SMARCE1	SCYL1	SMARCE1	SCYL1
SMARCD1	SCYL1	SMARCD1	SCYL1
NUP98	SEC13	NUP98	SEC13
NUP98	NUP107	NUP98	NUP107
NUP98	NUP160	NUP98	NUP160
NUP98	NUP43	NUP98	NUP43
NUP98	NUP37	NUP98	NUP37
NUP98	NUP133	NUP98	NUP133
NUP98	SEH1L	NUP98	SEH1L
NUP98	NUP85	NUP98	NUP85
SEC13	NUP107	SEC13	NUP107
SEC13	NUP160	SEC13	NUP160
SEC13	NUP43	SEC13	NUP43
SEC13	NUP37	SEC13	NUP37
SEC13	NUP133	SEC13	NUP133
SEC13	SEH1L	SEC13	SEH1L
SEC13	NUP85	SEC13	NUP85
NUP107	NUP160	NUP107	NUP160
NUP107	NUP43	NUP107	NUP43
NUP107	NUP37	NUP107	NUP37
NUP107	NUP133	NUP107	NUP133
NUP107	SEH1L	NUP107	SEH1L
NUP107	NUP85	NUP107	NUP85
NUP160	NUP43	NUP160	NUP43
NUP160	NUP37	NUP160	NUP37
NUP160	NUP133	NUP160	NUP133
NUP160	SEH1L	NUP160	SEH1L
NUP160	NUP85	NUP160	NUP85
NUP43	NUP37	NUP43	NUP37
NUP43	NUP133	NUP43	NUP133
NUP43	SEH1L	NUP43	SEH1L
NUP43	NUP85	NUP43	NUP85
NUP37	NUP133	NUP37	NUP133
NUP37	SEH1L	NUP37	SEH1L
NUP37	NUP85	NUP37	NUP85
NUP133	SEH1L	NUP133	SEH1L
NUP133	NUP85	NUP133	NUP85
SEH1L	NUP85	SEH1L	NUP85
Gosr2	Stx5	Gosr2	Stx5
Gosr2	Sec22b	Gosr2	Sec22b
Gosr2	Bet1	Gosr2	Bet1
Gosr2	Gosr1	Gosr2	Gosr1
Gosr2	Scfd1	Gosr2	Scfd1
Stx5	Sec22b	Stx5	Sec22b
Stx5	Bet1	Stx5	Bet1
Stx5	Gosr1	Stx5	Gosr1
Stx5	Scfd1	Stx5	Scfd1
Sec22b	Bet1	Sec22b	Bet1
Sec22b	Gosr1	Sec22b	Gosr1
Sec22b	Scfd1	Sec22b	Scfd1
Bet1	Gosr1	Bet1	Gosr1
Bet1	Scfd1	Bet1	Scfd1
Gosr1	Scfd1	Gosr1	Scfd1
FANCG	FANCA	FANCG	FANCA
FANCG	FANCC	FANCG	FANCC
FANCG	FANCF	FANCG	FANCF
FANCA	FANCC	FANCA	FANCC
FANCA	FANCF	FANCA	FANCF
FANCC	FANCF	FANCC	FANCF
CD28	NCL	CD28	NCL
CDC27	CDC16	CDC27	CDC16
CDC27	ANAPC1	CDC27	ANAPC1
CDC27	CDC23	CDC27	CDC23
CDC27	ANAPC7	CDC27	ANAPC7
CDC27	ANAPC5	CDC27	ANAPC5
CDC27	ANAPC4	CDC27	ANAPC4
CDC27	ANAPC2	CDC27	ANAPC2
CDC16	ANAPC1	CDC16	ANAPC1
CDC16	CDC23	CDC16	CDC23
CDC16	ANAPC7	CDC16	ANAPC7
CDC16	ANAPC5	CDC16	ANAPC5
CDC16	ANAPC4	CDC16	ANAPC4
CDC16	ANAPC2	CDC16	ANAPC2
ANAPC1	CDC23	ANAPC1	CDC23
ANAPC1	ANAPC7	ANAPC1	ANAPC7
ANAPC1	ANAPC5	ANAPC1	ANAPC5
ANAPC1	ANAPC4	ANAPC1	ANAPC4
ANAPC1	ANAPC2	ANAPC1	ANAPC2
CDC23	ANAPC7	CDC23	ANAPC7
CDC23	ANAPC5	CDC23	ANAPC5
CDC23	ANAPC4	CDC23	ANAPC4
CDC23	ANAPC2	CDC23	ANAPC2
ANAPC7	ANAPC5	ANAPC7	ANAPC5
ANAPC7	ANAPC4	ANAPC7	ANAPC4
ANAPC7	ANAPC2	ANAPC7	ANAPC2
ANAPC5	ANAPC4	ANAPC5	ANAPC4
ANAPC5	ANAPC2	ANAPC5	ANAPC2
ANAPC4	ANAPC2	ANAPC4	ANAPC2
XRCC6	XRCC5	XRCC6	XRCC5
XRCC6	NAA15	XRCC6	NAA15
XRCC5	NAA15	XRCC5	NAA15
CDC27	CDC16	CDC27	CDC16
CDC27	ANAPC1	CDC27	ANAPC1
CDC27	CDC23	CDC27	CDC23
CDC27	ANAPC7	CDC27	ANAPC7
CDC27	ANAPC5	CDC27	ANAPC5
CDC27	ANAPC4	CDC27	ANAPC4
CDC27	ANAPC2	CDC27	ANAPC2
CDC27	ANAPC10	CDC27	ANAPC10
CDC16	ANAPC1	CDC16	ANAPC1
CDC16	CDC23	CDC16	CDC23
CDC16	ANAPC7	CDC16	ANAPC7
CDC16	ANAPC5	CDC16	ANAPC5
CDC16	ANAPC4	CDC16	ANAPC4
CDC16	ANAPC2	CDC16	ANAPC2
CDC16	ANAPC10	CDC16	ANAPC10
ANAPC1	CDC23	ANAPC1	CDC23
ANAPC1	ANAPC7	ANAPC1	ANAPC7
ANAPC1	ANAPC5	ANAPC1	ANAPC5
ANAPC1	ANAPC4	ANAPC1	ANAPC4
ANAPC1	ANAPC2	ANAPC1	ANAPC2
ANAPC1	ANAPC10	ANAPC1	ANAPC10
CDC23	ANAPC7	CDC23	ANAPC7
CDC23	ANAPC5	CDC23	ANAPC5
CDC23	ANAPC4	CDC23	ANAPC4
CDC23	ANAPC2	CDC23	ANAPC2
CDC23	ANAPC10	CDC23	ANAPC10
ANAPC7	ANAPC5	ANAPC7	ANAPC5
ANAPC7	ANAPC4	ANAPC7	ANAPC4
ANAPC7	ANAPC2	ANAPC7	ANAPC2
ANAPC7	ANAPC10	ANAPC7	ANAPC10
ANAPC5	ANAPC4	ANAPC5	ANAPC4
ANAPC5	ANAPC2	ANAPC5	ANAPC2
ANAPC5	ANAPC10	ANAPC5	ANAPC10
ANAPC4	ANAPC2	ANAPC4	ANAPC2
ANAPC4	ANAPC10	ANAPC4	ANAPC10
ANAPC2	ANAPC10	ANAPC2	ANAPC10
Anapc1	Ccdc27	Anapc1	Ccdc27
Anapc1	Cdc23	Anapc1	Cdc23
Anapc1	Anapc5	Anapc1	Anapc5
Anapc1	Anapc2	Anapc1	Anapc2
Anapc1	Anapc10	Anapc1	Anapc10
Anapc1	Cdc16	Anapc1	Cdc16
Anapc1	Anapc4	Anapc1	Anapc4
Anapc1	Anapc7	Anapc1	Anapc7
Ccdc27	Cdc23	Ccdc27	Cdc23
Ccdc27	Anapc5	Ccdc27	Anapc5
Ccdc27	Anapc2	Ccdc27	Anapc2
Ccdc27	Anapc10	Ccdc27	Anapc10
Ccdc27	Cdc16	Ccdc27	Cdc16
Ccdc27	Anapc4	Ccdc27	Anapc4
Ccdc27	Anapc7	Ccdc27	Anapc7
Cdc23	Anapc5	Cdc23	Anapc5
Cdc23	Anapc2	Cdc23	Anapc2
Cdc23	Anapc10	Cdc23	Anapc10
Cdc23	Cdc16	Cdc23	Cdc16
Cdc23	Anapc4	Cdc23	Anapc4
Cdc23	Anapc7	Cdc23	Anapc7
Anapc5	Anapc2	Anapc5	Anapc2
Anapc5	Anapc10	Anapc5	Anapc10
Anapc5	Cdc16	Anapc5	Cdc16
Anapc5	Anapc4	Anapc5	Anapc4
Anapc5	Anapc7	Anapc5	Anapc7
Anapc2	Anapc10	Anapc2	Anapc10
Anapc2	Cdc16	Anapc2	Cdc16
Anapc2	Anapc4	Anapc2	Anapc4
Anapc2	Anapc7	Anapc2	Anapc7
Anapc10	Cdc16	Anapc10	Cdc16
Anapc10	Anapc4	Anapc10	Anapc4
Anapc10	Anapc7	Anapc10	Anapc7
Cdc16	Anapc4	Cdc16	Anapc4
Cdc16	Anapc7	Cdc16	Anapc7
Anapc4	Anapc7	Anapc4	Anapc7
TP53	MDM2	TP53	MDM2
TP53	EP300	TP53	EP300
MDM2	EP300	MDM2	EP300
SMARCA1	RBBP4	SMARCA1	RBBP4
SMARCA1	BPTF	SMARCA1	BPTF
SMARCA1	RBBP7	SMARCA1	RBBP7
RBBP4	BPTF	RBBP4	BPTF
RBBP4	RBBP7	RBBP4	RBBP7
BPTF	RBBP7	BPTF	RBBP7
Baz2a	Smarca5	Baz2a	Smarca5
Sycp3	Rec8	Sycp3	Rec8
Sycp3	Smc1b	Sycp3	Smc1b
Sycp3	Smc3	Sycp3	Smc3
Rec8	Smc1b	Rec8	Smc1b
Rec8	Smc3	Rec8	Smc3
Smc1b	Smc3	Smc1b	Smc3
POLR2D	GTF2F2	POLR2D	GTF2F2
POLR2D	ERCC2	POLR2D	ERCC2
POLR2D	POLR2C	POLR2D	POLR2C
POLR2D	POLR2E	POLR2D	POLR2E
POLR2D	ERCC3	POLR2D	ERCC3
POLR2D	TBP	POLR2D	TBP
POLR2D	POLR2A	POLR2D	POLR2A
POLR2D	GTF2E1	POLR2D	GTF2E1
POLR2D	GTF2E2	POLR2D	GTF2E2
POLR2D	POLR2B	POLR2D	POLR2B
POLR2D	GTF2H1	POLR2D	GTF2H1
POLR2D	GTF2F1	POLR2D	GTF2F1
POLR2D	POLR2I	POLR2D	POLR2I
POLR2D	POLR2H	POLR2D	POLR2H
POLR2D	POLR2J	POLR2D	POLR2J
POLR2D	POLR2K	POLR2D	POLR2K
POLR2D	POLR2F	POLR2D	POLR2F
POLR2D	POLR2G	POLR2D	POLR2G
POLR2D	POLR2L	POLR2D	POLR2L
POLR2D	GTF2B	POLR2D	GTF2B
POLR2D	GTF2H2	POLR2D	GTF2H2
POLR2D	GTF2H3	POLR2D	GTF2H3
POLR2D	GTF2H4	POLR2D	GTF2H4
GTF2F2	ERCC2	GTF2F2	ERCC2
GTF2F2	POLR2C	GTF2F2	POLR2C
GTF2F2	POLR2E	GTF2F2	POLR2E
GTF2F2	ERCC3	GTF2F2	ERCC3
GTF2F2	TBP	GTF2F2	TBP
GTF2F2	POLR2A	GTF2F2	POLR2A
GTF2F2	GTF2E1	GTF2F2	GTF2E1
GTF2F2	GTF2E2	GTF2F2	GTF2E2
GTF2F2	POLR2B	GTF2F2	POLR2B
GTF2F2	GTF2H1	GTF2F2	GTF2H1
GTF2F2	GTF2F1	GTF2F2	GTF2F1
GTF2F2	POLR2I	GTF2F2	POLR2I
GTF2F2	POLR2H	GTF2F2	POLR2H
GTF2F2	POLR2J	GTF2F2	POLR2J
GTF2F2	POLR2K	GTF2F2	POLR2K
GTF2F2	POLR2F	GTF2F2	POLR2F
GTF2F2	POLR2G	GTF2F2	POLR2G
GTF2F2	POLR2L	GTF2F2	POLR2L
GTF2F2	GTF2B	GTF2F2	GTF2B
GTF2F2	GTF2H2	GTF2F2	GTF2H2
GTF2F2	GTF2H3	GTF2F2	GTF2H3
GTF2F2	GTF2H4	GTF2F2	GTF2H4
ERCC2	POLR2C	ERCC2	POLR2C
ERCC2	POLR2E	ERCC2	POLR2E
ERCC2	ERCC3	ERCC2	ERCC3
ERCC2	TBP	ERCC2	TBP
ERCC2	POLR2A	ERCC2	POLR2A
ERCC2	GTF2E1	ERCC2	GTF2E1
ERCC2	GTF2E2	ERCC2	GTF2E2
ERCC2	POLR2B	ERCC2	POLR2B
ERCC2	GTF2H1	ERCC2	GTF2H1
ERCC2	GTF2F1	ERCC2	GTF2F1
ERCC2	POLR2I	ERCC2	POLR2I
ERCC2	POLR2H	ERCC2	POLR2H
ERCC2	POLR2J	ERCC2	POLR2J
ERCC2	POLR2K	ERCC2	POLR2K
ERCC2	POLR2F	ERCC2	POLR2F
ERCC2	POLR2G	ERCC2	POLR2G
ERCC2	POLR2L	ERCC2	POLR2L
ERCC2	GTF2B	ERCC2	GTF2B
ERCC2	GTF2H2	ERCC2	GTF2H2
ERCC2	GTF2H3	ERCC2	GTF2H3
ERCC2	GTF2H4	ERCC2	GTF2H4
POLR2C	POLR2E	POLR2C	POLR2E
POLR2C	ERCC3	POLR2C	ERCC3
POLR2C	TBP	POLR2C	TBP
POLR2C	POLR2A	POLR2C	POLR2A
POLR2C	GTF2E1	POLR2C	GTF2E1
POLR2C	GTF2E2	POLR2C	GTF2E2
POLR2C	POLR2B	POLR2C	POLR2B
POLR2C	GTF2H1	POLR2C	GTF2H1
POLR2C	GTF2F1	POLR2C	GTF2F1
POLR2C	POLR2I	POLR2C	POLR2I
POLR2C	POLR2H	POLR2C	POLR2H
POLR2C	POLR2J	POLR2C	POLR2J
POLR2C	POLR2K	POLR2C	POLR2K
POLR2C	POLR2F	POLR2C	POLR2F
POLR2C	POLR2G	POLR2C	POLR2G
POLR2C	POLR2L	POLR2C	POLR2L
POLR2C	GTF2B	POLR2C	GTF2B
POLR2C	GTF2H2	POLR2C	GTF2H2
POLR2C	GTF2H3	POLR2C	GTF2H3
POLR2C	GTF2H4	POLR2C	GTF2H4
POLR2E	ERCC3	POLR2E	ERCC3
POLR2E	TBP	POLR2E	TBP
POLR2E	POLR2A	POLR2E	POLR2A
POLR2E	GTF2E1	POLR2E	GTF2E1
POLR2E	GTF2E2	POLR2E	GTF2E2
POLR2E	POLR2B	POLR2E	POLR2B
POLR2E	GTF2H1	POLR2E	GTF2H1
POLR2E	GTF2F1	POLR2E	GTF2F1
POLR2E	POLR2I	POLR2E	POLR2I
POLR2E	POLR2H	POLR2E	POLR2H
POLR2E	POLR2J	POLR2E	POLR2J
POLR2E	POLR2K	POLR2E	POLR2K
POLR2E	POLR2F	POLR2E	POLR2F
POLR2E	POLR2G	POLR2E	POLR2G
POLR2E	POLR2L	POLR2E	POLR2L
POLR2E	GTF2B	POLR2E	GTF2B
POLR2E	GTF2H2	POLR2E	GTF2H2
POLR2E	GTF2H3	POLR2E	GTF2H3
POLR2E	GTF2H4	POLR2E	GTF2H4
ERCC3	TBP	ERCC3	TBP
ERCC3	POLR2A	ERCC3	POLR2A
ERCC3	GTF2E1	ERCC3	GTF2E1
ERCC3	GTF2E2	ERCC3	GTF2E2
ERCC3	POLR2B	ERCC3	POLR2B
ERCC3	GTF2H1	ERCC3	GTF2H1
ERCC3	GTF2F1	ERCC3	GTF2F1
ERCC3	POLR2I	ERCC3	POLR2I
ERCC3	POLR2H	ERCC3	POLR2H
ERCC3	POLR2J	ERCC3	POLR2J
ERCC3	POLR2K	ERCC3	POLR2K
ERCC3	POLR2F	ERCC3	POLR2F
ERCC3	POLR2G	ERCC3	POLR2G
ERCC3	POLR2L	ERCC3	POLR2L
ERCC3	GTF2B	ERCC3	GTF2B
ERCC3	GTF2H2	ERCC3	GTF2H2
ERCC3	GTF2H3	ERCC3	GTF2H3
ERCC3	GTF2H4	ERCC3	GTF2H4
TBP	POLR2A	TBP	POLR2A
TBP	GTF2E1	TBP	GTF2E1
TBP	GTF2E2	TBP	GTF2E2
TBP	POLR2B	TBP	POLR2B
TBP	GTF2H1	TBP	GTF2H1
TBP	GTF2F1	TBP	GTF2F1
TBP	POLR2I	TBP	POLR2I
TBP	POLR2H	TBP	POLR2H
TBP	POLR2J	TBP	POLR2J
TBP	POLR2K	TBP	POLR2K
TBP	POLR2F	TBP	POLR2F
TBP	POLR2G	TBP	POLR2G
TBP	POLR2L	TBP	POLR2L
TBP	GTF2B	TBP	GTF2B
TBP	GTF2H2	TBP	GTF2H2
TBP	GTF2H3	TBP	GTF2H3
TBP	GTF2H4	TBP	GTF2H4
POLR2A	GTF2E1	POLR2A	GTF2E1
POLR2A	GTF2E2	POLR2A	GTF2E2
POLR2A	POLR2B	POLR2A	POLR2B
POLR2A	GTF2H1	POLR2A	GTF2H1
POLR2A	GTF2F1	POLR2A	GTF2F1
POLR2A	POLR2I	POLR2A	POLR2I
POLR2A	POLR2H	POLR2A	POLR2H
POLR2A	POLR2J	POLR2A	POLR2J
POLR2A	POLR2K	POLR2A	POLR2K
POLR2A	POLR2F	POLR2A	POLR2F
POLR2A	POLR2G	POLR2A	POLR2G
POLR2A	POLR2L	POLR2A	POLR2L
POLR2A	GTF2B	POLR2A	GTF2B
POLR2A	GTF2H2	POLR2A	GTF2H2
POLR2A	GTF2H3	POLR2A	GTF2H3
POLR2A	GTF2H4	POLR2A	GTF2H4
GTF2E1	GTF2E2	GTF2E1	GTF2E2
GTF2E1	POLR2B	GTF2E1	POLR2B
GTF2E1	GTF2H1	GTF2E1	GTF2H1
GTF2E1	GTF2F1	GTF2E1	GTF2F1
GTF2E1	POLR2I	GTF2E1	POLR2I
GTF2E1	POLR2H	GTF2E1	POLR2H
GTF2E1	POLR2J	GTF2E1	POLR2J
GTF2E1	POLR2K	GTF2E1	POLR2K
GTF2E1	POLR2F	GTF2E1	POLR2F
GTF2E1	POLR2G	GTF2E1	POLR2G
GTF2E1	POLR2L	GTF2E1	POLR2L
GTF2E1	GTF2B	GTF2E1	GTF2B
GTF2E1	GTF2H2	GTF2E1	GTF2H2
GTF2E1	GTF2H3	GTF2E1	GTF2H3
GTF2E1	GTF2H4	GTF2E1	GTF2H4
GTF2E2	POLR2B	GTF2E2	POLR2B
GTF2E2	GTF2H1	GTF2E2	GTF2H1
GTF2E2	GTF2F1	GTF2E2	GTF2F1
GTF2E2	POLR2I	GTF2E2	POLR2I
GTF2E2	POLR2H	GTF2E2	POLR2H
GTF2E2	POLR2J	GTF2E2	POLR2J
GTF2E2	POLR2K	GTF2E2	POLR2K
GTF2E2	POLR2F	GTF2E2	POLR2F
GTF2E2	POLR2G	GTF2E2	POLR2G
GTF2E2	POLR2L	GTF2E2	POLR2L
GTF2E2	GTF2B	GTF2E2	GTF2B
GTF2E2	GTF2H2	GTF2E2	GTF2H2
GTF2E2	GTF2H3	GTF2E2	GTF2H3
GTF2E2	GTF2H4	GTF2E2	GTF2H4
POLR2B	GTF2H1	POLR2B	GTF2H1
POLR2B	GTF2F1	POLR2B	GTF2F1
POLR2B	POLR2I	POLR2B	POLR2I
POLR2B	POLR2H	POLR2B	POLR2H
POLR2B	POLR2J	POLR2B	POLR2J
POLR2B	POLR2K	POLR2B	POLR2K
POLR2B	POLR2F	POLR2B	POLR2F
POLR2B	POLR2G	POLR2B	POLR2G
POLR2B	POLR2L	POLR2B	POLR2L
POLR2B	GTF2B	POLR2B	GTF2B
POLR2B	GTF2H2	POLR2B	GTF2H2
POLR2B	GTF2H3	POLR2B	GTF2H3
POLR2B	GTF2H4	POLR2B	GTF2H4
GTF2H1	GTF2F1	GTF2H1	GTF2F1
GTF2H1	POLR2I	GTF2H1	POLR2I
GTF2H1	POLR2H	GTF2H1	POLR2H
GTF2H1	POLR2J	GTF2H1	POLR2J
GTF2H1	POLR2K	GTF2H1	POLR2K
GTF2H1	POLR2F	GTF2H1	POLR2F
GTF2H1	POLR2G	GTF2H1	POLR2G
GTF2H1	POLR2L	GTF2H1	POLR2L
GTF2H1	GTF2B	GTF2H1	GTF2B
GTF2H1	GTF2H2	GTF2H1	GTF2H2
GTF2H1	GTF2H3	GTF2H1	GTF2H3
GTF2H1	GTF2H4	GTF2H1	GTF2H4
GTF2F1	POLR2I	GTF2F1	POLR2I
GTF2F1	POLR2H	GTF2F1	POLR2H
GTF2F1	POLR2J	GTF2F1	POLR2J
GTF2F1	POLR2K	GTF2F1	POLR2K
GTF2F1	POLR2F	GTF2F1	POLR2F
GTF2F1	POLR2G	GTF2F1	POLR2G
GTF2F1	POLR2L	GTF2F1	POLR2L
GTF2F1	GTF2B	GTF2F1	GTF2B
GTF2F1	GTF2H2	GTF2F1	GTF2H2
GTF2F1	GTF2H3	GTF2F1	GTF2H3
GTF2F1	GTF2H4	GTF2F1	GTF2H4
POLR2I	POLR2H	POLR2I	POLR2H
